YEAR,MET_NAME,Geography_Description,POPULATION_OTHER,POPULATION_RENTED,POPULATION_OWNED,HOUSEHOLDS_OTHER,HOUSEHOLDS_RENTED,HOUSEHOLDS_OWNED,BEDROOMS_OTHER,BEDROOMS_RENTED,BEDROOMS_OWNED,TOTAL_POPULATION,TOTAL_HOUSEHOLDS,TOTAL_BEDROOMS,DENSITY_OWNED,DENSITY_RENTED,DENSITY_OTHER,BEDROOM_DENSITY_OWNED,BEDROOM_DENSITY_RENTED,BEDROOM_DENSITY_OTHER,MET2013,AGE_UNDER_18_SHARE,AGE_18_TO_24_SHARE,AGE_25_TO_34_SHARE,AGE_34_TO_49_SHARE,AGE_50_AND_OVER_SHARE,CBSA Title,MET_CODE,Geography_Description_right,Period,CBSA_code,Costar_Geography,rent_growth,inventory_units
2017,"Punta Gorda, FL",2013_CBSA_CODE,3288.0,39340.0,139068.0,3288.0,14616.0,61439.0,0.0,45049.0,227318.0,181696.0,79343.0,272367.0,2.263513403538469,2.6915708812260535,1.0,0.6117773339550762,0.873271326777509,inf,39460,0.2429588205388917,0.07986781901372648,0.12475851550584646,0.18665480427046263,0.3657600406710727,"Punta Gorda, FL",39460,2013_CBSA_CODE,2017 Q4,39460,Punta Gorda - FL USA,0.0405561998486519,1520
2012,"Madera, CA",2013_CBSA_CODE,7159.0,67502.0,76905.0,7159.0,16874.0,24161.0,0.0,59969.0,99349.0,151566.0,48194.0,159318.0,3.183022225901246,4.000355576626763,1.0,0.7740893214828534,1.1256149010322,inf,31460,0.3521377144380907,0.11878166572842286,0.1780836123374122,0.1898017836508548,0.17563924031880537,"Madera, CA",31460,2013_CBSA_CODE,2012 Q4,31460,Madera - CA USA,0.0158647000789642,2521
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013_CBSA_CODE,109578.0,2036256.0,3976009.0,109578.0,791635.0,1378108.0,0.0,2322954.0,6167125.0,6121843.0,2279321.0,8490079.0,2.8851214853988223,2.5722157307344924,1.0,0.644710298558891,0.8765804230303312,inf,47900,0.2457873666179498,0.10523185689815033,0.23290931984976349,0.23967909732371567,0.19679696462527305,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2013_CBSA_CODE,2017 Q4,47900,Washington - DC USA,0.013435467146337,483057
2012,"Lewiston-Auburn, ME",2013_CBSA_CODE,3452.0,28942.0,75589.0,3452.0,15627.0,29014.0,0.0,48301.0,113203.0,107983.0,48093.0,161504.0,2.605259529882126,1.8520509374800025,1.0,0.6677296538077613,0.5992008447030083,inf,30340,0.2341579711146431,0.11916937322921706,0.18343583719162462,0.21854052933453114,0.28488010503766154,"Lewiston-Auburn, ME",30340,2013_CBSA_CODE,2012 Q4,30340,Lewiston-Auburn - ME USA,0.0128524489700794,3705
2005,"Wausau, WI",2013_CBSA_CODE,0.0,24039.0,101946.0,,11267.0,41058.0,,36321.0,166982.0,125985.0,,,2.4829753032295776,2.133575929706222,,0.6105208944676672,0.6618485173866359,,48140,0.2730562835392487,0.11115271017929199,0.2085361287907151,0.20200507508631807,0.20524980240442614,"Wausau, WI",48140,2013_CBSA_CODE,2005 Q4,48140,Wausau - WI USA,0.00892999302595854,3559
2007,"Seattle-Tacoma-Bellevue, WA",2013_CBSA_CODE,66631.0,1025683.0,2217545.0,66631.0,468551.0,841118.0,0.0,1346926.0,3501011.0,3309859.0,1376300.0,4847937.0,2.6364255669240224,2.1890530593254525,1.0,0.6334013232177791,0.7614991469464544,inf,42660,0.23956914563271497,0.13427052997856062,0.22474487731589585,0.23065313552042882,0.1895176189914428,"Seattle-Tacoma-Bellevue, WA",42660,2013_CBSA_CODE,2007 Q4,42660,Seattle - WA USA,0.0668301060795784,254549
2012,"East Stroudsburg, PA",2013_CBSA_CODE,2497.0,42071.0,124233.0,2497.0,13338.0,44223.0,0.0,40859.0,193335.0,168801.0,60058.0,234194.0,2.8092395359880604,3.1542210226420755,1.0,0.6425789432849717,1.029662987346729,inf,20700,0.24375460531007107,0.20320410734234984,0.12060564284186256,0.16857217560790094,0.29507261534073354,"East Stroudsburg, PA",20700,2013_CBSA_CODE,2012 Q4,20700,East Stroudsburg - PA USA,0.012322093360126,1436
2016,"Goldsboro, NC",2013_CBSA_CODE,3327.0,53030.0,68252.0,3327.0,19581.0,27659.0,0.0,70091.0,113743.0,124609.0,50567.0,183834.0,2.4676235583354424,2.708237577243246,1.0,0.6000545088488962,0.7565878643477765,inf,24140,0.2920988119932114,0.11237035640203659,0.19777484442768245,0.21325664718084103,0.20011314350367718,"Goldsboro, NC",24140,2013_CBSA_CODE,2016 Q4,24140,Goldsboro - NC USA,0.0971701443195343,2161
2020,"Omaha-Council Bluffs, NE-IA",2013_CBSA_CODE,20221.0,268994.0,721895.0,20221.0,134649.0,275058.0,0.0,393245.0,1172144.0,1011110.0,429928.0,1565389.0,2.6245191923158027,1.9977422780711331,1.0,0.6158756944539238,0.684036669251993,inf,36540,0.22157371539885648,0.14413704394893567,0.220183349814494,0.16459846688030216,0.25906154040610574,"Omaha-Council Bluffs, NE-IA",36540,2013_CBSA_CODE,2020 Q4,36540,Omaha - NE USA,0.0167684070765972,73955
2018,"Topeka, KS",2013_CBSA_CODE,6282.0,66308.0,152673.0,6282.0,30439.0,61638.0,0.0,88630.0,253656.0,225263.0,98359.0,342286.0,2.4769298160225834,2.1783895660172803,1.0,0.6018899612073044,0.7481439693106172,inf,45820,0.2864360258189057,0.14649816010134523,0.164308982324908,0.16584725824938168,0.24862761657718527,"Topeka, KS",45820,2013_CBSA_CODE,2018 Q4,45820,Topeka - KS USA,0.0367280058562756,9817
2020,"Ocean City, NJ",2013_CBSA_CODE,1842.0,23484.0,76088.0,1842.0,10571.0,35763.0,0.0,33814.0,149408.0,101414.0,48176.0,183222.0,2.127562005424601,2.2215495222779302,1.0,0.5092632255300921,0.6945052345182469,inf,36140,0.27853006302163175,0.043646738204735136,0.16053483222619655,0.22176801226366888,0.32132515755407937,"Ocean City, NJ",36140,2013_CBSA_CODE,2020 Q4,36140,Ocean City - NJ USA,0.0702095478773117,1074
2020,"Santa Cruz-Watsonville, CA",2013_CBSA_CODE,13908.0,89621.0,164462.0,13908.0,35432.0,60158.0,0.0,105629.0,233707.0,267991.0,109498.0,339336.0,2.733834236510522,2.5293802212689096,1.0,0.7037102012348796,0.848450709558928,inf,42100,0.2066926278439205,0.11495073699244597,0.17562847993215877,0.27134265406545344,0.2567143861371777,"Santa Cruz-Watsonville, CA",42100,2013_CBSA_CODE,2020 Q4,42100,Santa Cruz - CA USA,0.00645191362127662,7593
2012,"Joplin, MO",2013_CBSA_CODE,3373.0,51983.0,118982.0,3373.0,23392.0,45353.0,0.0,75846.0,185797.0,174338.0,72118.0,261643.0,2.623464820408793,2.2222554719562244,1.0,0.640387089134916,0.6853756295651715,inf,27900,0.29042186868784026,0.12548333108900986,0.19325548737087125,0.18000115422349613,0.2288825192851509,"Joplin, MO",27900,2013_CBSA_CODE,2012 Q4,27900,Joplin - MO USA,0.0128078740090132,2352
2015,"Salt Lake City, UT",2013_CBSA_CODE,13201.0,361007.0,848351.0,13201.0,129996.0,263828.0,0.0,416619.0,1251015.0,1222559.0,407025.0,1667634.0,3.2155457343420712,2.7770623711498814,1.0,0.6781301583114511,0.8665159294223259,inf,41620,0.2964457752896758,0.1368145216020742,0.2428346264753869,0.1863980476832859,0.15421030617134848,"Salt Lake City, UT",41620,2013_CBSA_CODE,2015 Q4,41620,Salt Lake City - UT USA,0.0370790250599384,60177
2019,"Greenville, NC",2013_CBSA_CODE,7202.0,84814.0,88485.0,7202.0,35364.0,35562.0,0.0,110277.0,147466.0,180501.0,78128.0,257743.0,2.488189640627636,2.3983146702861666,1.0,0.6000366186103916,0.7690996309293869,inf,24780,0.24326172565849977,0.22779258141344588,0.17235362086447992,0.19304595939349636,0.1750418562973094,"Greenville, NC",24780,2013_CBSA_CODE,2019 Q4,24780,Greenville - NC USA,0.0412624478340149,14270
2014,"Allentown-Bethlehem-Easton, PA-NJ",2013_CBSA_CODE,22616.0,229185.0,577693.0,22616.0,95068.0,220308.0,0.0,289242.0,931243.0,829494.0,337992.0,1220485.0,2.6222061840695754,2.410748096099634,1.0,0.6203461395146057,0.7923641794760097,inf,10900,0.28367039727730875,0.10428692977289089,0.17967144446626088,0.19743438706721644,0.25179658354604356,"Allentown-Bethlehem-Easton, PA-NJ",10900,2013_CBSA_CODE,2014 Q4,10900,Lehigh Valley - PA USA,0.0205801147967577,29278
2007,"Vineland-Bridgeton, NJ",2013_CBSA_CODE,10112.0,43193.0,101990.0,10112.0,15688.0,35197.0,0.0,48753.0,139396.0,155295.0,60997.0,188149.0,2.8976901440463676,2.753250892401836,1.0,0.7316565755114924,0.8859557360572683,inf,47220,0.35302016530456326,0.09026925659250341,0.2229759451763017,0.2207070590141921,0.1481490056259116,"Vineland-Bridgeton, NJ",47220,2013_CBSA_CODE,2007 Q4,47220,Vineland - NJ USA,0.0307408403605223,3295
2005,"Valdosta, GA",2013_CBSA_CODE,0.0,41827.0,70477.0,,17631.0,27244.0,,58553.0,111557.0,112304.0,,,2.5868815151960063,2.3723555101809315,,0.6317577561246717,0.7143442692944854,,46660,0.3259377913787745,0.20544146125708274,0.17787553494154493,0.1902837879838382,0.11781863389676525,"Valdosta, GA",46660,2013_CBSA_CODE,2005 Q4,46660,Valdosta - GA USA,0.0138132162392139,5183
2008,"Daphne-Fairhope-Foley, AL",2013_CBSA_CODE,1984.0,39466.0,132909.0,1984.0,15985.0,52940.0,0.0,54088.0,218077.0,174359.0,70909.0,272165.0,2.5105591235360785,2.4689396309039724,1.0,0.6094590442825241,0.7296627717793226,inf,19300,0.26703998378350985,0.08906400445953479,0.28084933867126133,0.23427760604064257,0.14825419348299804,"Daphne-Fairhope-Foley, AL",19300,2013_CBSA_CODE,2008 Q4,19300,Daphne-Fairhope-Foley - AL USA,-0.0110872071236372,5488
2018,"Dallas-Fort Worth-Arlington, TX",2013_CBSA_CODE,81302.0,2714210.0,4606047.0,81302.0,1058488.0,1515965.0,0.0,3128948.0,6625107.0,7401559.0,2655755.0,9754055.0,3.038359724663828,2.5642331325437793,1.0,0.6952411485580535,0.8674512967297635,inf,19100,0.2852815368007634,0.11848088394044676,0.21826756220041926,0.22430467797259607,0.17245791593133913,"Dallas-Fort Worth-Arlington, TX",19100,2013_CBSA_CODE,2018 Q4,19100,Dallas-Fort Worth - TX USA,0.0273603498935699,717725
2024,"Milwaukee-Waukesha-West Allis, WI",2013_CBSA_CODE,26809.0,513321.0,1035234.0,26809.0,258080.0,405145.0,0.0,738687.0,1687195.0,1575364.0,690034.0,2425882.0,2.555218502017796,1.9889995350278984,1.0,0.6135828994277485,0.6949100227836689,inf,33340,0.22344692697162205,0.12636147751601826,0.21684871649513657,0.1905376947368216,0.25332881374422633,"Milwaukee-Waukesha-West Allis, WI",33340,2013_CBSA_CODE,2024 Q4,33340,Milwaukee - WI USA,0.0243926774710417,118541
2008,"Kingsport-Bristol-Bristol, TN-VA",2013_CBSA_CODE,7470.0,78024.0,249091.0,7470.0,37065.0,106453.0,0.0,118324.0,422644.0,334585.0,150988.0,540968.0,2.339915267770753,2.1050586806960743,1.0,0.5893636251786374,0.6594097562624658,inf,28700,0.2548446631805598,0.12410284015174818,0.23356915820773094,0.21419050548549165,0.20010509586793807,"Kingsport-Bristol-Bristol, TN-VA",28700,2013_CBSA_CODE,2008 Q4,28700,Kingsport - TN USA,-0.0152980964630842,4368
2011,"Worcester, MA-CT",2013_CBSA_CODE,29045.0,243671.0,540604.0,29045.0,109028.0,195855.0,0.0,335840.0,803571.0,813320.0,333928.0,1139411.0,2.7602256771591227,2.2349396485306525,1.0,0.6727520032455129,0.7255568127679848,inf,49340,0.23318737149681332,0.1271140184921472,0.18887762597929175,0.22623127085291234,0.24000804363260297,"Worcester, MA-CT",49340,2013_CBSA_CODE,2011 Q4,49340,Worcester - MA USA,0.0118348728865385,27513
2016,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2013_CBSA_CODE,17004.0,98087.0,168539.0,17004.0,39772.0,66541.0,0.0,123771.0,266526.0,283630.0,123317.0,390297.0,2.5328594400444837,2.46623252539475,1.0,0.6323548171660551,0.7924877394543148,inf,42020,0.2121178137775648,0.20093386483427977,0.20107659526746663,0.18992323141700734,0.21639972677317076,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,2013_CBSA_CODE,2016 Q4,42020,San Luis Obispo - CA USA,0.0401201359927654,7373
2023,"Racine, WI",2013_CBSA_CODE,4180.0,48619.0,143703.0,4180.0,20490.0,58576.0,0.0,61233.0,236863.0,196502.0,83246.0,298096.0,2.453274378585086,2.3728160078086873,1.0,0.6066924762415404,0.7939999673378734,inf,39540,0.2676525638125013,0.14333902383841707,0.20409716366029743,0.12855056665089779,0.2629013348690841,"Racine, WI",39540,2013_CBSA_CODE,2023 Q4,39540,Racine - WI USA,0.0391491204500198,8841
2010,"New Haven-Milford, CT",2013_CBSA_CODE,24281.0,273075.0,565796.0,24281.0,121182.0,208413.0,0.0,348379.0,831863.0,863152.0,353876.0,1180242.0,2.7147826671080977,2.2534287270386693,1.0,0.6801552659512444,0.7838446060181584,inf,35300,0.25432573468827246,0.13132655863773687,0.19975464615948,0.20109127529067106,0.22790442186212578,"New Haven-Milford, CT",35300,2013_CBSA_CODE,2010 Q4,35300,New Haven - CT USA,0.0146850505843759,32488
2022,"Sheboygan, WI",2013_CBSA_CODE,3348.0,27873.0,86804.0,3348.0,14193.0,36341.0,0.0,44761.0,145524.0,118025.0,53882.0,190285.0,2.388596901571228,1.963855421686747,1.0,0.5964926747478079,0.6227072674873215,inf,43100,0.2553008287590141,0.12011624152405553,0.20640045922577405,0.2077637857424748,0.21371936999964122,"Sheboygan, WI",43100,2013_CBSA_CODE,2022 Q4,43100,Sheboygan - WI USA,0.0732260122895241,4258
2005,"Elizabethtown-Fort Knox, KY",2013_CBSA_CODE,0.0,36159.0,85984.0,,14356.0,31836.0,,46301.0,134030.0,122143.0,,,2.7008418142982786,2.5187378099749234,,0.641528016115795,0.7809550549664154,,21060,0.3183439807516801,0.10788462070300617,0.25138969551149093,0.23125639536491607,0.130894106584806,"Elizabethtown-Fort Knox, KY",21060,2013_CBSA_CODE,2005 Q4,21060,Elizabethtown-Fort Knox - KY USA,0.012347592972219,2620
2018,"Jefferson City, MO",2013_CBSA_CODE,10158.0,39907.0,99924.0,10158.0,17595.0,39459.0,0.0,56954.0,164925.0,149989.0,67212.0,221879.0,2.532350034212727,2.2680875248650185,1.0,0.60587539790814,0.7006882747480423,inf,27620,0.2823314205527852,0.08620041596712356,0.2151251660109755,0.2212644398225875,0.19851153932893978,"Jefferson City, MO",27620,2013_CBSA_CODE,2018 Q4,27620,Jefferson City - MO USA,0.0173306670039892,2704
2019,"Eau Claire, WI",2013_CBSA_CODE,6744.0,40628.0,111762.0,6744.0,20241.0,42978.0,0.0,60886.0,178638.0,159134.0,69963.0,239524.0,2.6004467401926568,2.007213082357591,1.0,0.6256339636583481,0.6672798344447,inf,20740,0.20158511371467952,0.18300187063109186,0.25873781628433595,0.13338091956286305,0.2319828689573693,"Eau Claire, WI",20740,2013_CBSA_CODE,2019 Q4,20740,Eau Claire - WI USA,0.0125421117991209,5670
2005,"Dallas-Fort Worth-Arlington, TX",2013_CBSA_CODE,0.0,1898409.0,3794688.0,,765559.0,1264550.0,,2173368.0,5342483.0,5693097.0,,,3.0008208453600096,2.4797683784006197,,0.7102854608989865,0.8734871406959153,,19100,0.2832571906264667,0.15207523773854845,0.23795451875754908,0.21961231747215695,0.1262536155275286,"Dallas-Fort Worth-Arlington, TX",19100,2013_CBSA_CODE,2005 Q4,19100,Dallas-Fort Worth - TX USA,0.00573182292282581,552529
2011,"Charleston-North Charleston, SC",2013_CBSA_CODE,19283.0,232941.0,468759.0,19283.0,90532.0,181750.0,0.0,298829.0,761549.0,720983.0,291565.0,1060378.0,2.5791416781292984,2.5730239031502675,1.0,0.6155336032218544,0.7795126978974598,inf,16700,0.27306914626450474,0.16421325571711293,0.21100192752671276,0.1956074714198016,0.17359760626081283,"Charleston-North Charleston, SC",16700,2013_CBSA_CODE,2011 Q4,16700,Charleston - SC USA,0.0187971834093332,34594
2006,"Muncie, IN",2013_CBSA_CODE,8818.0,32960.0,73259.0,8818.0,14970.0,30380.0,0.0,46461.0,118124.0,115037.0,54168.0,164585.0,2.411421988150099,2.2017368069472276,1.0,0.6201872608445362,0.7094121951744474,inf,34620,0.2520631067961165,0.28837985436893204,0.17205703883495146,0.13734830097087378,0.16237864077669903,"Muncie, IN",34620,2013_CBSA_CODE,2006 Q4,34620,Muncie - IN USA,0.0202506259083748,3046
2006,"Portland-South Portland, ME",2013_CBSA_CODE,11331.0,122948.0,414744.0,11331.0,59431.0,167332.0,0.0,172295.0,655534.0,549023.0,238094.0,827829.0,2.4785695503549827,2.0687519981154616,1.0,0.6326811423968856,0.7135900635537885,inf,38860,0.22102026873149624,0.1251911377167583,0.2088769235774474,0.2342779061066467,0.22692520415134854,"Portland-South Portland, ME",38860,2013_CBSA_CODE,2006 Q4,38860,Portland - ME USA,0.0294249784201384,13572
2023,"East Stroudsburg, PA",2013_CBSA_CODE,3272.0,27428.0,135140.0,3272.0,12468.0,48661.0,0.0,41609.0,208202.0,165840.0,64401.0,249811.0,2.77717268449066,2.199871671478986,1.0,0.6490811807763615,0.6591843110865437,inf,20700,0.23213504448009334,0.10835642409216859,0.1514146128044334,0.24978124544261338,0.2818287880997521,"East Stroudsburg, PA",20700,2013_CBSA_CODE,2023 Q4,20700,East Stroudsburg - PA USA,0.0224451050162315,1828
2023,"Lebanon, PA",2013_CBSA_CODE,4626.0,38373.0,101871.0,4626.0,16910.0,41103.0,0.0,55103.0,170671.0,144870.0,62639.0,225774.0,2.4784322312239984,2.2692489651094028,1.0,0.5968852353358216,0.6963867666007295,inf,30140,0.2527037239725849,0.0907148255283663,0.22148385583613478,0.22322987517264745,0.22286503531128657,"Lebanon, PA",30140,2013_CBSA_CODE,2023 Q4,30140,Lebanon - PA USA,0.0293455384671688,2544
2009,"Springfield, OH",2013_CBSA_CODE,2174.0,37398.0,96196.0,2174.0,16954.0,37469.0,0.0,54866.0,155046.0,135768.0,56597.0,209912.0,2.5673490085137045,2.205851126577799,1.0,0.620435225674961,0.6816243210731601,inf,44220,0.3018878014867105,0.10722498529333119,0.1618535750574897,0.21073319428846463,0.2315364457992406,"Springfield, OH",44220,2013_CBSA_CODE,2009 Q4,44220,Springfield - OH USA,-0.0217186771333218,3882
2005,"Lake Havasu City-Kingman, AZ",2013_CBSA_CODE,0.0,64357.0,138241.0,,22096.0,58534.0,,73697.0,211005.0,202598.0,,,2.361721392694844,2.9126086169442433,,0.655155091111585,0.8732648547430696,,29420,0.3527821371412589,0.13028885746694222,0.18206255729757448,0.20151654054725981,0.14923007598241061,"Lake Havasu City-Kingman, AZ",29420,2013_CBSA_CODE,2005 Q4,29420,Lake Havasu - AZ USA,0.0489491969347,2873
2021,"Olympia-Tumwater, WA",2013_CBSA_CODE,3300.0,86921.0,207618.0,3300.0,38702.0,78484.0,0.0,122462.0,321201.0,297839.0,120486.0,443663.0,2.645354467152541,2.2459046044132087,1.0,0.6463803039218433,0.7097793601280398,inf,36500,0.22162653443931846,0.1431299685921699,0.20212606849898185,0.23351088919823748,0.21605825979912793,"Olympia-Tumwater, WA",36500,2013_CBSA_CODE,2021 Q4,36500,Olympia - WA USA,0.0712465867400169,15685
2015,"Colorado Springs, CO",2013_CBSA_CODE,15782.0,247492.0,433920.0,15782.0,99812.0,161624.0,0.0,331381.0,727304.0,697194.0,277218.0,1058685.0,2.6847497896352026,2.4795816134332545,1.0,0.59661434558314,0.7468503022201032,inf,17820,0.2870799864238036,0.13463465485753076,0.23628642541981154,0.20226512372117078,0.15951222665783135,"Colorado Springs, CO",17820,2013_CBSA_CODE,2015 Q4,17820,Colorado Springs - CO USA,0.0535299107432365,40315
2016,"Michigan City-La Porte, IN",2013_CBSA_CODE,7417.0,26983.0,75247.0,7417.0,11459.0,30615.0,0.0,35106.0,123568.0,109647.0,49491.0,158674.0,2.457847460395231,2.354742996771097,1.0,0.6089521558979671,0.7686150515581383,inf,33140,0.30671163325056516,0.17714857502872178,0.15446762776563022,0.1741096245784383,0.1993477374643294,"Michigan City-La Porte, IN",33140,2013_CBSA_CODE,2016 Q4,33140,Michigan City-La Porte - IN USA,0.0323226936161518,3146
2012,"Yuma, AZ",2013_CBSA_CODE,8412.0,63809.0,128104.0,8412.0,23710.0,47185.0,0.0,80050.0,175222.0,200325.0,79307.0,255272.0,2.7149305923492637,2.691227330240405,1.0,0.731095410393672,0.7971143035602748,inf,49740,0.3587424971399019,0.1425190803805106,0.1936560673259258,0.17803131219733892,0.14236236267611152,"Yuma, AZ",49740,2013_CBSA_CODE,2012 Q4,49740,Yuma - AZ USA,0.00960384961217642,3978
2008,"Canton-Massillon, OH",2013_CBSA_CODE,8614.0,111898.0,287429.0,8614.0,49403.0,112562.0,0.0,156998.0,457476.0,407941.0,170579.0,614474.0,2.5535171727581245,2.265004149545574,1.0,0.6282930689260202,0.7127351940789055,inf,15940,0.2770558901857048,0.11682961268297914,0.17380114032422384,0.2034799549589805,0.24404368263954673,"Canton-Massillon, OH",15940,2013_CBSA_CODE,2008 Q4,15940,Canton - OH USA,0.0147277908399701,12100
2022,"Lafayette, LA",2013_CBSA_CODE,4662.0,140847.0,335386.0,4662.0,62755.0,131538.0,0.0,206064.0,539294.0,480895.0,198955.0,745358.0,2.5497270750657606,2.244394868934746,1.0,0.6218982595764092,0.6835109480549733,inf,29180,0.2903576221005772,0.12605167309207863,0.20336961383629043,0.20008235887168346,0.19000759689592253,"Lafayette, LA",29180,2013_CBSA_CODE,2022 Q4,29180,Lafayette - LA USA,0.0180040188133717,15803
2013,"Canton-Massillon, OH",2013_CBSA_CODE,10366.0,106770.0,287150.0,10366.0,48135.0,112033.0,0.0,153951.0,463245.0,404286.0,170534.0,617196.0,2.563084091294529,2.2181364911187287,1.0,0.6198663774028862,0.6935323576982286,inf,15940,0.2741687740001873,0.1039243233117917,0.1811089257282008,0.21208204551840404,0.24473166619837033,"Canton-Massillon, OH",15940,2013_CBSA_CODE,2013 Q4,15940,Canton - OH USA,0.0151558360084891,12140
2016,"Eugene, OR",2013_CBSA_CODE,8211.0,151645.0,209740.0,8211.0,60246.0,87465.0,0.0,188342.0,349658.0,369596.0,155922.0,538000.0,2.3979877665351856,2.5170965707266872,1.0,0.5998432754291336,0.805157638763526,inf,21660,0.22714893336410696,0.21043885390220582,0.1977249497180916,0.19455306802070627,0.1887896073065383,"Eugene, OR",21660,2013_CBSA_CODE,2016 Q4,21660,Eugene - OR USA,0.0620382837951183,20148
2021,"Chico, CA",2013_CBSA_CODE,6027.0,78065.0,124488.0,6027.0,33411.0,47942.0,0.0,105651.0,189581.0,208580.0,87380.0,295232.0,2.5966376037712235,2.336505941157104,1.0,0.6566480818225455,0.7388950412206227,inf,17020,0.20294626272977648,0.2423877537949145,0.17552039966694422,0.18120796771920836,0.21421892013066035,"Chico, CA",17020,2013_CBSA_CODE,2021 Q4,17020,Chico - CA USA,0.0299915876239538,11924
2020,"Bridgeport-Stamford-Norwalk, CT",2013_CBSA_CODE,18278.0,274824.0,661856.0,18278.0,121091.0,236371.0,0.0,343750.0,1033408.0,954958.0,375740.0,1377158.0,2.8000727669637984,2.2695658636892917,1.0,0.6404595280857125,0.799488,inf,14860,0.22049020464006056,0.10292405321223765,0.19552877477949523,0.24161645271155358,0.26514059907431664,"Bridgeport-Stamford-Norwalk, CT",14860,2013_CBSA_CODE,2020 Q4,14860,Stamford - CT USA,0.0192736908793449,34184
2012,"Toledo, OH",2013_CBSA_CODE,18131.0,202076.0,429828.0,18131.0,90565.0,169768.0,0.0,285183.0,694712.0,650035.0,278464.0,979895.0,2.5318552377362047,2.231281400099376,1.0,0.6187139418924676,0.7085836112250731,inf,45780,0.2696658682871791,0.19019081929571052,0.17633959500385993,0.17525089570260693,0.19808883786298223,"Toledo, OH",45780,2013_CBSA_CODE,2012 Q4,45780,Toledo - OH USA,0.0116024147719145,36197
2006,"Redding, CA",2013_CBSA_CODE,2823.0,64041.0,113121.0,2823.0,23806.0,44579.0,0.0,75735.0,177458.0,179985.0,71208.0,253193.0,2.537540097355257,2.6901201377803914,1.0,0.6374522422206945,0.8455931867696573,inf,39820,0.3141737324526475,0.10932059149607283,0.24218859792945144,0.22571477647132307,0.13052575693696225,"Redding, CA",39820,2013_CBSA_CODE,2006 Q4,39820,Redding - CA USA,0.0573282204568386,5634
2014,"Morgantown, WV",2013_CBSA_CODE,9384.0,43996.0,84308.0,9384.0,17495.0,32309.0,0.0,48236.0,127699.0,137688.0,59188.0,175935.0,2.6094277136401622,2.514775650185767,1.0,0.660208772190855,0.9120988473339414,inf,34060,0.13292117465224113,0.38871715610510044,0.223338485316847,0.10685062278388945,0.16385580507318848,"Morgantown, WV",34060,2013_CBSA_CODE,2014 Q4,34060,Morgantown - WV USA,0.0175140611827374,5626
2006,"Santa Rosa, CA",2013_CBSA_CODE,11110.0,168485.0,287427.0,11110.0,64501.0,113982.0,0.0,197700.0,448925.0,467022.0,189593.0,646625.0,2.5216876348897195,2.612130044495434,1.0,0.6402561675112769,0.8522255943348508,inf,42220,0.2854319375612072,0.14958601655933762,0.1719737662106419,0.2259667032673532,0.18367213698548832,"Santa Rosa, CA",42220,2013_CBSA_CODE,2006 Q4,42220,Santa Rosa - CA USA,0.0413789078593254,20324
2006,"Greeley, CO",2013_CBSA_CODE,3961.0,66634.0,166234.0,3961.0,23780.0,57280.0,0.0,78414.0,245226.0,236829.0,85021.0,323640.0,2.9021298882681563,2.802102607232969,1.0,0.6778808119856785,0.8497717244369628,inf,24540,0.26453462196476274,0.24139328270852717,0.2036047663355044,0.1760362577663055,0.125041270222409,"Greeley, CO",24540,2013_CBSA_CODE,2006 Q4,24540,Greeley - CO USA,0.0401182137429714,7186
2022,"Cheyenne, WY",2013_CBSA_CODE,775.0,22390.0,77171.0,775.0,11868.0,30691.0,0.0,38073.0,139217.0,100336.0,43334.0,177290.0,2.5144504903717704,1.8865857768790024,1.0,0.5543216704856447,0.5880807921624248,inf,16940,0.21572130415364002,0.12693166592228675,0.237293434569004,0.18150960250111656,0.27659669495310407,"Cheyenne, WY",16940,2013_CBSA_CODE,2022 Q4,16940,Cheyenne - WY USA,0.0361099056899548,1810
2014,"McAllen-Edinburg-Mission, TX",2013_CBSA_CODE,10309.0,246062.0,574469.0,10309.0,72178.0,153820.0,0.0,232361.0,608107.0,830840.0,236307.0,840468.0,3.73468339617735,3.4090997256781845,1.0,0.9446840769798736,1.0589642840235667,inf,32580,0.41705748957579797,0.11271955848525982,0.17770724451560987,0.18734302736708636,0.12190017150149149,"McAllen-Edinburg-Mission, TX",32580,2013_CBSA_CODE,2014 Q4,32580,McAllen - TX USA,0.00723700830712914,14470
2012,"Michigan City-La Porte, IN",2013_CBSA_CODE,9951.0,29266.0,72272.0,9951.0,13488.0,29980.0,0.0,45211.0,120774.0,111489.0,53419.0,165985.0,2.4106737825216813,2.1697805456702253,1.0,0.5984069418914667,0.64732034239455,inf,33140,0.3401899815485546,0.12294129706827035,0.16264607394245884,0.19466274858197224,0.2069295428141871,"Michigan City-La Porte, IN",33140,2013_CBSA_CODE,2012 Q4,33140,Michigan City-La Porte - IN USA,0.00607625534757972,3146
