year,msa,y_hat,real_rent_growth_next_year
2007,Akron - OH,-0.04432988108014737,-0.0121024962216616
2007,Albany - NY,0.009821861653404481,-0.0027314111292362
2007,Albuquerque - NM,-0.08269623494209612,0.0046338379681109
2007,Ann Arbor - MI,-0.035842786254575223,-0.0142377283126116
2007,Atlanta - GA,-0.2630795915368289,-0.0146275371015072
2007,Austin - TX,-0.06376740919182017,0.0050768234133719
2007,Bakersfield - CA,-0.13992848854570009,0.0249870732724667
2007,Baltimore - MD,0.038224157615883894,-0.0018626399040222
2007,Baton Rouge - LA,-0.14301514699015364,0.0328606196045875
2007,Birmingham - AL,-0.1285143537968093,0.0294632144570351
2007,Boston - MA,1.2550000171357354,-0.0190361099019647
2007,Buffalo - NY,0.22658122943749687,-0.0013912118673325
2007,Charleston - SC,-0.14101602076455652,0.0311001219153403
2007,Charlotte - NC,-0.2661790642453742,-0.0068878069221973
2007,Chicago - IL,0.007812739294456226,0.0142619364261626
2007,Cincinnati - OH,-0.07656825681789665,-0.0190221158489585
2007,Cleveland - OH,-0.0889439251693207,-0.0124387670010328
2007,Colorado Springs - CO,-0.10492950482914999,-0.0085539411455393
2007,Columbia - SC,-0.12237453471763562,0.0291248798668384
2007,Columbus - OH,-0.13084036030406893,-0.0121098257303237
2007,Corpus Christi - TX,-0.09628137356218266,0.0073419004976749
2007,Dallas-Fort Worth - TX,-0.04942088357432215,-0.0104568790346384
2007,Dayton - OH,-0.060786900786550524,-0.0127426147162914
2007,Denver - CO,-0.15955199654467828,-0.0105689860582352
2007,Des Moines - IA,-0.049980418174525046,-0.0116145427972078
2007,Detroit - MI,-0.1530353701420558,-0.0300485445121303
2007,Durham - NC,-0.14542055660844483,0.0270704604983329
2007,East Bay - CA,0.5484342530538218,0.0077282391786574
2007,El Paso - TX,-0.029637427734528574,0.0037264839112758
2007,Fargo - ND,-0.05602552261128883,-0.0106203652620316
2007,Fort Lauderdale - FL,-0.03013737404789707,0.0373285837769507
2007,Fresno - CA,-0.1589694661173613,0.0193183213770389
2007,Gainesville - FL,-0.12938041038423917,0.0304461211264132
2007,Grand Rapids - MI,0.01910875230269663,-0.0141744412183762
2007,Greensboro - NC,-0.12778925540027092,0.0309369243979454
2007,Greenville - SC,-0.1311348635293807,0.0306883804798125
2007,Harrisburg - PA,0.024924366852221568,-0.0012379664629698
2007,Hartford - CT,-0.0657394539712905,-0.0172029159665108
2007,Honolulu - HI,0.8215925379603797,0.0504451446533203
2007,Houston - TX,-0.05517168354352769,-0.0068770501464604
2007,Indianapolis - IN,-0.10653434493151726,-0.0184000016823411
2007,Inland Empire - CA,0.19040313854250168,0.0143862828910351
2007,Jackson - MS,-0.1193541091830331,0.0298619062006474
2007,Jacksonville - FL,-0.029748616913593276,0.013471515506506
2007,Kansas City - MO,0.007780843606899157,-0.0180456380993128
2007,Knoxville - TN,-0.12386271956057744,0.0316706799268722
2007,Lansing - MI,-0.09123233019546206,-0.0114728830456734
2007,Las Vegas - NV,0.03918160140136759,0.0150584668219089
2007,Lehigh Valley - PA,0.1186817535208066,-5.92827498913e-05
2007,Lexington - KY,-0.1231227556753154,0.0307570152282714
2007,Lincoln - NE,-0.034275037927447974,-0.0126067179888487
2007,Little Rock - AR,-0.12324365082340123,0.0299126595556736
2007,Long Island - NY,-0.06508533942935925,-0.0080813154280186
2007,Los Angeles - CA,0.03712297995694528,0.0277992762923241
2007,Louisville - KY,-0.15797591451576146,0.0314079724550247
2007,Madison - WI,-0.045093334109850586,-0.0107337370216846
2007,Memphis - TN,-0.21457679133954122,-0.0275576132051646
2007,Miami - FL,-0.05845013147538151,0.0385495327711105
2007,Milwaukee - WI,-0.08090243324393019,-0.0168966654390097
2007,Minneapolis - MN,-0.05065464741125715,-0.0031334109306335
2007,Nashville - TN,-0.08402321234635372,-0.0084546435326338
2007,New Haven - CT,0.2515120609778668,0.0005433425605297
2007,New York - NY,-0.08080390438010865,0.0369573064446449
2007,Norfolk - VA,0.12010768646955738,0.0108469404578208
2007,Northern New Jersey - NJ,0.0024669418978612127,-0.0039615485519171
2007,Oklahoma City - OK,-0.026683193038192457,-0.015210040256381
2007,Omaha - NE,-0.06420200362532164,-0.012781452730298
2007,Orange County - CA,-0.009111052074332451,0.027375524520874
2007,Orlando - FL,0.04331433345075297,0.0399133242964745
2007,Palm Beach - FL,0.25327062171958525,0.035199446260929
2007,Philadelphia - PA,-0.14991004751810422,-0.0101762715429068
2007,Phoenix - AZ,-0.10650828897268508,0.023744357407093
2007,Pittsburgh - PA,-0.020685062005930205,-0.0117426108270884
